Bowling Style,Innings_T20_bowling,Innings_Test_bowling,Balls_Test,Runs_T20_bowling,Runs_Test_bowling,Wickets_T20,Wickets_Test,BBI_T20,BBI_Test,Ave_ODI_bowling,Ave_T20_bowling,Ave_Test_bowling,Econ_T20,Econ_Test,SR_T20_bowling,SR_Test_bowling,4_T20,5_T20,5_Test,10_Test,T20_Matches,Test_Matches,Country,SpanStart_Test,SpanStart_T20,Bowling Hand,AgeStart_Test,AgeStart_T20
1,42,1,12,679,11,20,0,0.1428571428571428,0.0,45.16,33.95,0.0,7.46,5.5,27.3,0.0,0,0,0,0,145,7,11,2018,2009,1,27.904109589999997,18.904109589999997
0,55,21,2022,1588,1321,55,32,0.2352941176470588,0.1063829787234042,35.17,28.87,41.28,8.08,3.91,21.4,63.1,1,0,1,0,55,12,6,2015,2015,1,23.54794521,23.54794521
1,68,7,674,1760,403,112,4,0.4444444444444444,0.023391812865497,26.11,15.71,100.75,6.92,3.58,13.6,168.5,3,0,0,0,70,4,6,2020,2019,1,23.0,22.0
0,8,20,1050,129,515,5,19,0.2,3.0,35.16,25.8,27.1,9.21,2.94,16.8,55.2,0,0,0,0,8,12,8,2019,2021,1,21.44109589,23.44109589
1,10,4,188,221,134,16,3,0.1875,0.0204081632653061,22.16,13.81,44.66,6.9,4.27,12.0,62.6,0,0,0,0,11,2,3,2019,2020,1,18.95616438,19.95616438
1,65,189,26166,1672,12255,72,516,0.5,0.1186440677966101,33.2,23.22,23.75,6.9,2.81,20.1,50.7,2,0,36,8,65,100,7,2011,2010,1,24.865753419999997,23.865753419999997
0,12,4,264,332,162,17,3,0.2631578947368421,0.0277777777777777,27.29,19.52,54.0,7.57,3.68,15.4,88.0,0,1,0,0,12,2,8,2010,2009,1,27.46849315,26.46849315
0,55,8,780,1437,475,63,9,0.2727272727272727,0.0754716981132075,31.05,22.8,52.77,7.23,3.65,18.9,86.6,0,0,0,0,55,5,9,2021,2019,0,23.58356164,21.58356164
0,27,33,3440,803,1705,31,49,0.1875,0.0833333333333333,29.35,25.9,34.79,8.37,2.97,18.5,70.2,0,0,0,0,27,18,1,2009,2007,1,24.7890411,22.7890411
1,14,11,719,256,331,13,10,0.1363636363636363,0.0909090909090909,46.61,19.69,33.1,6.4,2.76,18.4,71.9,0,0,0,0,23,7,0,2021,2021,0,21.69589041,21.69589041
0,9,1,78,247,73,10,1,0.125,0.0136986301369863,37.44,24.7,73.0,7.84,5.61,18.9,78.0,0,0,0,0,9,1,7,2012,2010,1,28.460273970000003,26.460273970000003
1,71,136,17233,1612,7096,54,294,0.2,0.1666666666666666,36.07,29.85,24.13,7.13,2.47,25.1,58.6,0,0,13,2,74,72,7,2012,2009,0,23.64657534,20.64657534
0,2,7,336,60,170,1,3,0.0238095238095238,0.0277777777777777,24.83,60.0,56.66,12.0,3.03,30.0,112.0,0,0,0,0,3,8,1,2017,2022,0,26.21643836,31.21643836
0,11,122,12443,330,6232,8,171,0.0769230769230769,0.1063829787234042,32.42,41.25,36.44,9.51,3.0,26.0,72.7,0,0,4,0,11,70,6,2010,2011,1,23.38630137,24.38630137
0,3,52,5736,95,2658,4,113,0.074074074074074,0.0598290598290598,18.9,23.75,23.52,8.14,2.78,17.5,50.7,0,0,5,0,3,27,2,2010,2010,1,30.799999999999997,30.799999999999997
0,1,7,1079,17,561,0,19,0.0,0.1764705882352941,53.44,0.0,29.52,17.0,3.11,0.0,56.7,0,0,1,0,1,4,5,2003,2007,1,28.550684930000003,32.55068493
1,19,27,2515,451,1416,24,38,0.1071428571428571,0.1515151515151515,35.73,18.79,37.26,7.53,3.37,14.9,66.1,0,0,1,0,21,15,8,2003,2006,0,23.98630137,26.98630137
0,18,36,4812,437,2231,23,79,0.1875,0.1489361702127659,35.82,19.0,28.24,7.14,2.78,15.9,60.9,0,0,5,1,18,22,5,2001,2007,0,23.5369863,29.5369863
0,6,7,667,173,422,9,10,0.1666666666666666,0.0461538461538461,37.33,19.22,42.2,8.5,3.79,13.5,66.7,0,0,0,0,6,4,8,2012,2008,1,29.37260274,25.37260274
1,16,72,6793,318,3910,18,85,0.25,0.1333333333333333,46.48,17.66,46.0,6.19,3.45,17.1,79.9,0,0,4,0,19,49,1,2016,2021,1,24.35342466,29.35342466
0,3,35,3891,90,2138,3,57,0.0666666666666666,0.0816326530612244,32.66,30.0,37.5,8.18,3.29,22.0,68.2,0,0,0,0,3,19,6,2011,2012,1,25.098630139999997,26.098630139999997
1,1,8,883,9,456,0,4,0.0,0.0476190476190476,44.68,0.0,114.0,9.0,3.09,0.0,220.7,0,0,0,0,1,5,1,1997,2008,1,22.89863014,33.89863014
1,55,4,228,1044,107,49,4,0.2307692307692307,0.125,40.31,21.3,26.75,6.96,2.81,18.3,57.0,0,0,0,0,77,3,9,2017,2018,1,23.28767123,24.28767123
0,9,25,2534,225,1682,15,40,0.3076923076923077,0.0847457627118644,55.475,15.0,42.05,6.81,3.98,13.2,63.3,1,0,1,0,10,14,7,2006,2007,0,20.64657534,21.64657534
0,21,10,434,387,290,16,1,0.4,0.0256410256410256,38.07,24.18,290.0,7.21,4.0,20.1,434.0,1,0,0,0,38,13,5,2007,2008,1,22.23561644,23.23561644
1,2,26,3726,22,1931,1,63,0.0769230769230769,0.0857142857142857,18.5,22.0,30.65,5.5,3.1,24.0,59.1,0,0,5,1,3,14,6,2021,2021,1,26.06027397,26.06027397
1,16,35,6135,378,2885,13,80,0.3333333333333333,0.0821917808219178,35.75,29.07,36.06,6.14,2.82,28.3,76.6,0,0,5,1,16,22,9,1999,2008,0,23.12876712,32.12876712
1,0,4,84,0,53,0,1,0.0,0.0333333333333333,35.46,0.0,53.0,0.0,3.78,0.0,84.0,0,0,0,0,1,9,3,2018,2024,1,25.0630137,31.0630137
1,7,8,932,228,621,9,18,0.0769230769230769,0.1041666666666666,23.3,25.33,34.5,9.5,3.99,16.0,51.7,0,0,1,0,7,4,5,2022,2023,1,17.96164384,18.96164384
0,1,17,1860,13,992,0,25,0.0,0.0845070422535211,58.5,0.0,39.68,13.0,3.2,0.0,74.4,0,0,2,0,1,9,4,2010,2013,1,23.77534247,26.77534247
0,27,44,4223,912,2764,28,36,0.0967741935483871,0.0301204819277108,34.31,32.57,76.77,9.45,3.92,20.6,117.3,0,0,1,0,28,27,4,2009,2009,1,19.57534247,19.57534247
0,11,4,366,398,137,7,6,0.0909090909090909,0.0952380952380952,22.85,56.85,22.83,10.47,2.24,32.5,61.0,0,0,0,0,12,2,5,2022,2019,1,25.42465753,22.42465753
1,18,1,138,359,80,10,0,0.0444444444444444,0.0,55.21,35.9,0.0,7.18,3.47,30.0,0.0,0,0,0,0,20,1,6,2011,2013,1,26.08767123,28.08767123
1,7,21,3146,139,1613,7,43,0.15,0.0609756097560975,33.72,19.85,37.51,6.61,3.07,18.0,73.1,0,0,1,0,7,12,6,2010,2010,1,25.49589041,25.49589041
0,9,50,5419,288,3271,7,87,0.1666666666666666,0.125,33.44,41.14,37.59,8.47,3.62,29.1,62.2,0,0,3,0,10,27,7,2006,2006,1,23.47671233,23.47671233
0,21,36,1960,349,1015,18,20,0.6,0.1071428571428571,35.32,19.38,50.75,6.77,3.1,17.1,98.0,0,0,0,0,31,29,0,2002,2005,1,27.05205479,30.05205479
0,17,6,354,471,294,16,6,0.1111111111111111,0.0266666666666666,11.6,29.43,49.0,8.74,4.98,20.1,59.0,0,0,0,0,18,3,0,2023,2019,1,31.56986301,27.56986301
0,55,309,33698,1491,16719,65,604,0.1666666666666666,0.5333333333333333,30.13,22.93,27.68,7.62,2.97,18.0,55.7,1,0,20,3,56,167,5,2007,2006,1,21.095890410000003,20.095890410000003
0,20,32,3372,543,1922,25,87,0.1666666666666666,0.1176470588235294,20.88,21.72,22.09,7.0,3.41,18.6,38.7,0,0,5,1,20,18,0,2001,2005,1,26.14246575,30.14246575
1,1,2,78,15,82,1,4,0.0666666666666666,0.0909090909090909,0.0,15.0,20.5,3.75,6.3,24.0,19.5,0,0,0,0,1,1,5,2014,2011,1,24.27671233,21.27671233
0,4,14,1130,155,762,3,20,0.032258064516129,0.1818181818181818,38.96,51.66,38.1,11.07,4.04,28.0,56.5,0,0,0,0,4,8,5,2006,2006,1,24.605479449999997,24.605479449999997
1,24,42,7321,606,3402,18,87,0.6666666666666666,0.074074074074074,49.05,33.66,39.1,7.21,2.78,28.0,84.1,1,0,6,0,24,26,1,2008,2008,0,27.019178080000003,27.019178080000003
0,83,59,5209,2225,3349,107,101,0.8333333333333334,0.1,28.87,20.79,33.15,7.42,3.85,16.8,51.5,1,2,3,0,84,30,6,2004,2006,1,20.92054795,22.92054795
0,3,19,1531,90,712,3,35,0.1153846153846153,0.8571428571428571,45.31,30.0,20.34,8.18,2.79,22.0,43.7,0,0,1,0,3,10,2,2021,2016,1,32.29863014,27.29863014
0,51,42,3091,1274,1669,52,47,0.5,0.0689655172413793,40.09,24.5,35.51,8.12,3.23,18.0,65.7,0,1,0,0,51,24,5,2018,2019,0,20.15342466,21.15342466
1,23,2,138,549,96,25,0,0.0869565217391304,0.0,35.35,21.96,0.0,6.77,4.17,19.4,0.0,1,0,0,0,24,1,6,2013,2012,1,28.46849315,27.46849315
0,24,19,1449,772,880,33,31,0.1481481481481481,0.1147540983606557,30.98,23.39,28.38,9.15,3.64,15.3,46.7,1,0,1,0,25,11,7,2018,2018,1,26.786301369999997,26.786301369999997
1,49,11,1650,1105,851,52,21,0.3333333333333333,0.0659340659340659,26.46,21.25,40.52,6.01,3.09,21.1,78.5,1,0,2,0,51,6,1,2012,2012,1,24.175342469999997,24.175342469999997
0,9,48,5146,237,2243,13,94,0.2,0.15625,27.86,18.23,23.86,6.58,2.61,16.6,54.7,1,0,2,0,9,24,2,2006,2006,1,30.835616440000003,30.835616440000003
1,15,10,858,321,421,7,7,0.3333333333333333,0.074074074074074,45.45,45.85,60.14,7.64,2.94,36.0,122.5,0,0,0,0,18,6,5,2012,2011,0,27.6630137,26.6630137
0,30,6,410,670,204,18,10,0.2222222222222222,0.1071428571428571,40.83,37.22,20.4,8.48,2.98,26.3,41.0,1,0,0,0,41,3,11,2018,2014,1,26.956164379999997,22.956164379999997
0,49,93,5495,1187,2526,48,75,0.2666666666666666,0.1818181818181818,31.79,24.72,33.68,7.65,2.75,19.3,73.2,1,0,3,0,58,59,2,2005,2006,1,24.11506849,25.11506849
0,44,2,276,1244,196,52,2,0.1428571428571428,0.0138888888888888,32.4,23.92,98.0,8.13,4.26,17.6,138.0,1,0,0,0,45,2,1,2013,2014,0,23.94520548,24.94520548
0,21,66,6412,583,3800,27,125,0.1875,0.0759493670886076,29.37,21.59,30.4,7.28,3.55,17.7,51.2,0,0,5,0,21,36,5,2010,2011,1,21.317808220000003,22.317808220000003
0,2,104,9379,56,5348,3,166,0.0681818181818181,0.1290322580645161,34.36,18.66,32.21,8.0,3.42,14.0,56.5,0,0,6,1,2,59,1,2012,2013,1,24.252054790000003,25.252054790000003
0,3,7,450,54,258,1,3,0.0714285714285714,0.0833333333333333,21.95,54.0,86.0,10.8,3.44,30.0,150.0,0,0,0,0,3,6,7,2014,2015,1,30.15342466,31.15342466
0,7,9,1057,211,515,4,16,0.0512820512820512,0.125,35.64,52.75,32.18,10.82,2.92,29.2,66.0,0,0,0,0,7,5,9,2012,2010,1,25.901369860000003,23.901369860000003
0,21,6,414,589,302,28,5,0.2307692307692307,0.0309278350515463,23.56,21.03,60.4,7.39,4.37,17.0,82.8,0,0,0,0,21,3,2,2005,2007,1,22.43287671,24.43287671
1,63,67,11592,1516,5003,85,178,0.2105263157894736,0.1272727272727272,22.72,17.83,28.1,6.36,2.58,16.8,65.1,4,0,10,4,64,35,10,2009,2009,1,31.79178082,31.79178082
0,4,2,252,116,97,7,3,0.1875,0.0416666666666666,56.0,16.57,32.33,7.73,2.3,12.8,84.0,0,0,0,0,4,1,3,2021,2015,0,26.82739726,20.82739726
0,1,19,2576,19,1175,0,51,0.0,0.1041666666666666,36.12,0.0,23.03,9.5,2.73,0.0,50.5,0,0,2,0,1,10,10,2003,2007,1,27.27123288,31.27123288
1,96,11,954,2522,513,107,14,0.5,0.0967741935483871,34.82,23.57,36.64,7.24,3.22,19.5,68.1,3,0,0,0,104,6,10,2017,2017,1,18.81917808,18.81917808
0,20,19,1734,532,942,20,17,0.0833333333333333,0.0348837209302325,36.12,26.6,55.41,7.98,3.25,20.0,102.0,0,0,0,0,20,11,4,2010,2010,1,20.81369863,20.81369863
0,6,60,5380,198,3731,4,72,0.0909090909090909,0.2222222222222222,45.59,49.5,51.81,9.9,4.16,30.0,74.7,0,0,4,0,6,38,4,2005,2006,1,18.97808219,19.97808219
0,70,50,5814,1958,3019,96,113,0.1818181818181818,0.1176470588235294,23.94,20.39,26.71,7.65,3.11,15.9,51.4,2,0,4,1,70,29,10,2018,2018,0,18.31232877,18.31232877
1,0,1,30,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0,0,0,0,3,1,3,2021,2023,0,22.47671233,24.47671233
1,126,113,15057,3117,7387,149,237,0.25,0.1944444444444444,29.52,20.91,31.16,6.81,2.94,18.4,63.5,6,2,19,2,129,67,4,2007,2006,0,20.34794521,19.34794521
0,40,17,1392,1115,746,46,22,0.1428571428571428,0.1071428571428571,27.05,24.23,33.9,8.14,3.21,17.8,63.2,0,0,0,0,41,10,4,2021,2021,0,20.15342466,20.15342466
1,4,11,846,71,506,2,8,0.0555555555555555,0.0303030303030303,0.0,35.5,63.25,6.45,3.58,33.0,105.7,0,0,0,0,5,8,4,2014,2016,1,27.71506849,29.71506849
1,80,25,2657,1623,1441,66,34,0.5,0.0619469026548672,42.47,24.59,42.38,7.13,3.25,20.6,78.1,2,0,2,0,91,17,9,2013,2013,1,27.2630137,27.2630137
1,10,18,3151,299,1599,4,38,0.0357142857142857,0.081081081081081,32.81,74.75,42.07,8.54,3.04,52.5,82.9,0,0,2,0,10,10,4,2012,2012,1,20.98356164,20.98356164
0,5,17,1828,123,1125,5,27,0.1538461538461538,0.0735294117647058,31.42,24.6,41.66,8.2,3.69,18.0,67.7,0,0,2,0,5,9,10,2009,2008,1,25.397260269999997,24.397260269999997
0,57,4,504,1454,316,54,5,0.25,0.036144578313253,36.14,26.92,63.2,7.18,3.76,22.4,100.8,0,0,0,0,57,2,10,2007,2007,0,22.630136989999997,22.630136989999997
1,1,2,297,12,146,0,4,0.0,0.0410958904109589,40.85,0.0,36.5,12.0,2.94,0.0,74.2,0,0,0,0,1,1,4,2011,2010,0,22.68767123,21.68767123
0,28,12,508,451,336,12,4,0.1052631578947368,0.0294117647058823,35.0,37.58,84.0,9.39,3.96,24.0,127.0,0,0,0,0,85,16,4,2015,2015,1,22.42465753,22.42465753
0,8,8,879,202,573,4,12,0.1,0.0310077519379844,33.62,50.5,47.75,6.96,3.91,43.5,73.2,0,0,0,0,8,6,4,2005,2007,0,21.071232879999997,23.071232879999997
0,4,1,204,94,136,1,0,0.0454545454545454,0.0,29.64,94.0,0.0,7.23,4.0,78.0,0.0,0,0,0,0,4,1,9,2004,2007,1,19.28493151,22.28493151
0,4,2,230,122,119,7,3,0.1,0.0384615384615384,47.66,17.42,39.66,7.62,3.1,13.7,76.6,0,0,0,0,4,1,7,2021,2020,0,30.317808220000003,29.317808220000003
0,14,16,1889,398,813,20,31,0.1081081081081081,0.0847457627118644,46.52,19.9,26.22,7.88,2.58,15.1,60.9,1,0,1,0,14,9,9,2004,2013,1,18.772602740000004,27.772602740000004
1,70,4,483,1860,278,89,6,0.2083333333333333,0.0329670329670329,31.72,20.89,46.33,7.39,3.45,16.9,80.5,3,1,0,0,70,2,8,2016,2017,0,26.44383562,27.44383562
0,6,18,1668,179,1040,7,28,0.054054054054054,0.0602409638554216,27.86,25.57,37.14,8.13,3.74,18.8,59.5,0,0,1,0,6,10,6,2003,2008,0,22.410958899999997,27.410958899999997
0,61,149,17417,1779,8717,83,317,0.3076923076923077,0.2,24.38,21.43,27.49,7.68,3.0,16.7,54.9,2,0,10,1,61,78,0,2011,2013,0,22.019178080000003,24.019178080000003
1,13,9,413,206,257,8,11,0.1176470588235294,0.12,60.77,25.75,23.36,8.95,3.73,17.2,37.5,0,0,0,0,22,5,6,2015,2015,0,29.65205479,29.65205479
1,5,8,667,116,368,7,7,0.3076923076923077,0.0769230769230769,24.6,16.57,52.57,8.92,3.31,11.1,95.2,1,0,0,0,5,5,0,2012,2016,1,25.84657534,29.84657534
1,1,2,108,10,55,0,1,0.0,0.0232558139534883,35.2,0.0,55.0,10.0,3.05,0.0,108.0,0,0,0,0,1,1,11,2024,2023,0,31.00821918,30.00821918
0,123,190,22614,3671,11255,164,380,0.2777777777777778,0.109375,33.7,22.38,29.61,8.0,2.98,16.7,59.5,2,2,15,1,126,100,0,2008,2008,1,19.63287671,19.63287671
0,14,6,570,324,213,13,13,0.1304347826086956,0.3846153846153846,30.94,24.92,16.38,7.25,2.24,20.6,43.8,0,0,1,0,14,3,11,2018,2012,1,36.99178082,30.99178082
0,29,3,396,907,200,29,2,0.1111111111111111,0.0153846153846153,37.94,31.27,100.0,9.25,3.03,20.2,198.0,1,0,0,0,30,2,5,2017,2017,1,22.38082192,22.38082192
0,6,45,3716,154,2291,6,57,0.1666666666666666,0.15,34.02,25.66,40.19,7.7,3.69,20.0,65.1,0,0,2,0,6,25,1,2003,2013,1,21.9260274,31.9260274
0,60,18,1824,1557,728,65,26,0.4285714285714285,0.081967213114754,32.62,23.95,28.0,7.29,2.39,19.7,70.1,0,0,1,0,60,10,9,2013,2010,1,22.41643836,19.41643836
0,3,2,144,70,98,0,3,0.0,0.0769230769230769,73.75,0.0,32.66,10.76,4.08,0.0,48.0,0,0,0,0,3,2,9,2023,2022,1,30.01369863,29.01369863
1,25,76,3385,313,1711,9,39,0.5,0.4,45.07,34.77,43.87,7.27,3.03,28.6,86.7,0,0,0,0,80,87,6,1999,2006,1,22.79178082,29.79178082
1,1,2,156,17,58,0,1,0.0,0.0196078431372549,45.66,0.0,58.0,8.5,2.23,0.0,156.0,0,0,0,0,1,1,9,2014,2014,1,27.13972603,27.13972603
1,14,3,693,368,333,12,6,0.1764705882352941,0.0265486725663716,28.5,30.66,55.5,6.94,2.88,26.5,115.5,0,0,0,0,14,3,9,2017,2015,0,29.460273970000003,27.460273970000003
0,34,41,4674,887,2357,24,72,0.3,0.1041666666666666,34.98,36.95,32.73,8.02,3.02,27.6,64.9,0,0,1,0,34,23,5,2009,2006,1,24.41643836,21.41643836
1,2,82,12437,58,6225,1,195,0.0384615384615384,0.2051282051282051,25.96,58.0,31.92,8.28,3.0,42.0,63.7,0,0,12,2,2,46,4,2014,2019,0,22.473972600000003,27.473972600000003
0,1,10,707,13,453,1,17,0.0769230769230769,0.05,41.5,13.0,26.64,4.33,3.84,18.0,41.5,0,0,1,0,1,5,10,2010,2010,1,31.60821918,31.60821918
0,65,24,2461,1724,1545,72,30,0.25,0.1081081081081081,29.98,23.94,51.5,7.43,3.76,19.3,82.0,2,0,0,0,67,13,4,2017,2014,1,22.32054795,19.32054795
0,9,112,8979,280,5263,12,170,0.1052631578947368,0.0681818181818181,33.63,23.33,30.95,9.33,3.51,15.0,52.8,0,0,3,1,9,57,7,2011,2012,1,23.76164384,24.76164384
0,2,35,3799,61,2273,1,55,0.0476190476190476,0.0961538461538461,28.86,61.0,41.32,10.16,3.58,36.0,69.0,0,0,2,0,2,21,6,2007,2010,0,26.358904109999997,29.358904109999997
0,60,90,9599,1443,5553,85,163,0.8333333333333334,0.0444444444444444,29.34,16.97,34.06,7.19,3.47,14.1,58.8,4,2,4,0,60,47,10,2003,2007,1,20.7890411,24.7890411
0,16,1,90,424,54,13,1,0.0967741935483871,0.0185185185185185,18.61,32.61,54.0,8.31,3.6,23.5,90.0,0,0,0,0,16,1,10,2019,2013,0,25.56438356,19.56438356
1,1,17,2114,8,1183,0,31,0.0,0.1428571428571428,33.87,0.0,38.16,16.0,3.35,0.0,68.1,0,0,1,0,1,9,1,2012,2018,0,22.967123290000004,28.967123290000004
0,6,119,11391,114,5000,4,224,0.0869565217391304,0.2857142857142857,24.04,28.5,22.32,8.24,2.63,20.7,50.8,0,0,13,2,7,64,8,2011,2007,1,26.095890410000003,22.095890410000003
0,2,15,1382,66,741,3,20,0.1034482758620689,0.0892857142857142,50.42,22.0,37.05,9.42,3.21,14.0,69.1,0,0,1,0,2,9,9,2020,2022,1,28.057534250000003,30.057534250000003
1,36,2,78,484,42,13,0,0.25,0.0,52.53,37.23,0.0,7.22,3.23,30.9,0.0,0,0,0,0,65,2,9,2021,2020,1,20.90136986,19.90136986
0,3,4,402,85,191,4,11,0.1111111111111111,0.1470588235294117,23.0,21.25,17.36,7.08,2.85,18.0,36.5,0,0,1,0,3,2,0,2024,2024,1,22.98082192,22.98082192
0,49,6,443,1219,304,55,8,0.1875,0.4,27.87,22.16,38.0,6.84,4.11,19.4,55.3,0,0,0,0,50,3,5,2014,2009,1,30.06575342,25.06575342
0,55,10,556,1513,414,59,15,0.1666666666666666,0.0784313725490196,30.4,25.64,27.6,8.29,4.46,18.5,37.0,1,1,0,0,56,6,8,2010,2009,0,21.0,20.0
1,3,4,327,41,232,1,6,0.2,0.0372670807453416,30.25,41.0,38.66,13.66,4.25,18.0,54.5,0,0,1,0,16,2,5,2022,2022,1,23.68767123,23.68767123
1,52,5,523,1155,268,41,7,0.3636363636363636,0.0422535211267605,39.56,28.17,38.28,7.32,3.07,23.0,74.7,2,0,0,0,53,3,9,2018,2015,0,24.81917808,21.81917808
0,35,49,5018,971,2864,34,83,0.1666666666666666,0.0793650793650793,34.3,28.55,34.5,8.2,3.42,20.8,60.4,0,0,2,0,36,27,10,2010,2008,0,25.084931509999997,23.084931509999997
1,46,7,526,1061,299,42,6,0.2,0.0337078651685393,28.94,25.26,49.83,6.95,3.41,21.7,87.6,0,0,0,0,48,4,7,2021,2017,1,21.81643836,17.81643836
1,11,6,918,300,548,10,7,0.15,0.0229007633587786,40.43,30.0,78.28,7.89,3.58,22.8,131.1,0,0,0,0,11,4,2,2010,2012,0,27.68493151,29.68493151
0,2,11,669,65,364,5,13,0.088235294117647,0.073170731707317,43.42,13.0,28.0,9.06,3.26,8.6,51.4,0,0,0,0,2,6,3,2018,2015,1,26.0109589,23.0109589
0,13,5,627,316,438,16,9,0.1666666666666666,0.031055900621118,93.25,19.75,48.66,8.03,4.19,14.7,69.6,0,0,1,0,13,3,10,2007,2007,1,25.38082192,25.38082192
1,2,89,14255,39,7657,0,244,0.0,0.1951219512195122,47.91,0.0,31.38,9.75,3.22,0.0,58.4,0,0,16,3,2,48,10,2014,2011,1,28.241095889999997,25.241095889999997
1,1,4,375,40,434,3,12,0.075,0.0170212765957446,55.0,13.33,36.16,10.0,6.94,8.0,31.2,0,0,0,0,1,2,10,2022,2021,1,34.35890411,33.35890411
1,3,8,672,50,529,3,11,0.1,0.0508474576271186,27.5,16.66,48.09,6.25,4.72,16.0,61.0,0,0,0,0,4,5,3,2019,2023,0,20.60821918,24.60821918
0,7,2,180,127,71,3,4,0.0625,0.0634920634920634,30.1,42.33,17.75,10.16,2.36,25.0,45.0,0,0,0,0,14,1,4,2013,2012,1,26.65753425,25.65753425
1,7,28,4478,185,2129,12,54,0.1304347826086956,0.0675675675675675,61.5,15.41,39.42,7.11,2.85,13.0,82.9,0,0,2,0,7,15,10,2013,2013,0,34.63561644,34.63561644
