Bowling Style,Innings_ODI_bowling,Innings_Test_bowling,Balls_ODI,Balls_Test,Runs_ODI_bowling,Runs_Test_bowling,Wickets_ODI,Wickets_Test,BBI_ODI,BBI_Test,Ave_ODI_bowling,Ave_T20_bowling,Ave_Test_bowling,Econ_ODI,Econ_Test,SR_ODI_bowling,SR_Test_bowling,4_ODI,5_ODI,5_Test,10_Test,ODI_Matches,Test_Matches,Country,SpanStart_ODI,SpanStart_Test,Bowling Hand,AgeStart_ODI,AgeStart_Test
1,51,21,2160,2022,1970,1321,56,32,0.3125,0.1063829787234042,35.17,28.87,41.28,5.47,3.91,38.5,63.1,1,1,1,0,52,12,7,2015,2015,1,23.54794521,23.54794521
0,53,7,2577,674,2194,403,84,4,0.3684210526315789,0.023391812865497,26.11,15.71,100.75,5.1,3.58,30.6,168.5,3,4,0,0,54,4,7,2017,2020,1,20.0,23.0
1,15,20,444,1050,422,515,12,19,0.0338983050847457,3.0,35.16,25.8,27.1,5.7,2.94,37.0,55.2,0,0,0,0,15,12,2,2017,2019,1,19.44109589,21.44109589
0,3,4,130,188,133,134,6,3,0.09375,0.0204081632653061,22.16,13.81,44.66,6.13,4.27,21.6,62.6,0,0,0,0,3,2,0,2022,2019,1,21.95616438,18.95616438
0,114,189,6303,26166,5180,12255,156,516,0.16,0.1186440677966101,33.2,23.22,23.75,4.93,2.81,40.4,50.7,1,0,36,8,116,100,4,2010,2011,1,23.865753419999997,24.865753419999997
1,51,4,2403,264,2102,162,77,3,0.2105263157894736,0.0277777777777777,27.29,19.52,54.0,5.24,3.68,31.2,88.0,5,0,0,0,54,2,2,2009,2010,1,26.46849315,27.46849315
1,42,8,1957,780,1739,475,56,9,0.15625,0.0754716981132075,31.05,22.8,52.77,5.33,3.65,34.9,86.6,1,1,0,0,44,5,11,2017,2021,0,19.58356164,23.58356164
1,88,33,4033,3440,3434,1705,117,49,0.1020408163265306,0.0833333333333333,29.35,25.9,34.79,5.1,2.97,34.4,70.2,8,2,0,0,92,18,8,2003,2009,1,18.7890411,24.7890411
0,20,11,835,719,839,331,18,10,0.0666666666666666,0.0909090909090909,46.61,19.69,33.1,6.02,2.76,46.3,71.9,1,0,0,0,25,7,5,2023,2021,0,23.69589041,21.69589041
1,31,1,1436,78,1423,73,38,1,0.1333333333333333,0.0136986301369863,37.44,24.7,73.0,5.94,5.61,37.7,78.0,1,0,0,0,31,1,4,2010,2012,1,26.460273970000003,28.460273970000003
0,189,136,9750,17233,7936,7096,220,294,0.1515151515151515,0.1666666666666666,36.07,29.85,24.13,4.88,2.47,44.3,58.6,7,2,13,2,197,72,4,2009,2012,0,20.64657534,23.64657534
1,5,7,161,336,149,170,6,3,0.0869565217391304,0.0277777777777777,24.83,60.0,56.66,5.55,3.03,26.8,112.0,0,0,0,0,6,8,8,2019,2017,0,28.21643836,26.21643836
1,84,122,3881,12443,3534,6232,109,171,0.3076923076923077,0.1063829787234042,32.42,41.25,36.44,5.46,3.0,35.6,72.7,3,0,4,0,86,70,7,2009,2010,1,22.38630137,23.38630137
1,20,52,1031,5736,832,2658,44,113,0.2631578947368421,0.0598290598290598,18.9,23.75,23.52,4.84,2.78,23.4,50.7,0,3,5,0,21,27,3,2009,2010,1,29.799999999999997,30.799999999999997
1,11,7,549,1079,481,561,9,19,0.0606060606060606,0.1764705882352941,53.44,0.0,29.52,5.25,3.11,61.0,56.7,0,0,1,0,11,4,6,2001,2003,1,26.550684930000003,28.550684930000003
0,74,27,3278,2515,2680,1416,75,38,0.3333333333333333,0.1515151515151515,35.73,18.79,37.26,4.9,3.37,43.7,66.1,3,0,1,0,79,15,2,2002,2003,0,22.98630137,23.98630137
1,25,36,1277,4812,1039,2231,29,79,0.1578947368421052,0.1489361702127659,35.82,19.0,28.24,4.88,2.78,44.0,60.9,0,0,5,1,25,22,6,2001,2001,0,23.5369863,23.5369863
1,10,7,513,667,448,422,12,10,0.1818181818181818,0.0461538461538461,37.33,19.22,42.2,5.23,3.79,42.7,66.7,1,0,0,0,10,4,2,2013,2012,1,30.37260274,29.37260274
0,37,72,1553,6793,1255,3910,27,85,0.1,0.1333333333333333,46.48,17.66,46.0,4.84,3.45,57.5,79.9,0,0,4,0,45,49,8,2017,2016,1,25.35342466,24.35342466
1,17,35,716,3891,686,2138,21,57,0.0652173913043478,0.0816326530612244,32.66,30.0,37.5,5.74,3.29,34.0,68.2,0,0,0,0,19,19,7,2011,2011,1,25.098630139999997,25.098630139999997
0,25,8,1150,883,983,456,22,4,0.0697674418604651,0.0476190476190476,44.68,0.0,114.0,5.12,3.09,52.2,220.7,0,0,0,0,28,5,8,1997,1997,1,22.89863014,22.89863014
0,33,4,730,228,766,107,19,4,0.5,0.125,40.31,21.3,26.75,6.29,2.81,38.4,57.0,1,1,0,0,52,3,11,2017,2017,1,23.28767123,23.28767123
1,59,25,2647,2534,2420,1682,70,40,0.1142857142857142,0.0847457627118644,55.475,15.0,42.05,5.555,3.98,59.55,63.3,2,0,1,0,58,14,4,2005,2006,0,19.64657534,20.64657534
1,74,10,1860,434,1523,290,40,1,0.1052631578947368,0.0256410256410256,38.07,24.18,290.0,4.91,4.0,46.5,434.0,1,0,0,0,120,13,6,2007,2007,1,22.23561644,22.23561644
0,3,26,72,3726,74,1931,4,63,0.0769230769230769,0.0857142857142857,18.5,22.0,30.65,6.16,3.1,18.0,59.1,0,0,5,1,4,14,7,2021,2021,1,26.06027397,26.06027397
0,99,35,5374,6135,3575,2885,100,80,0.1818181818181818,0.0821917808219178,35.75,29.07,36.06,3.99,2.82,53.7,76.6,1,0,5,1,102,22,11,2002,1999,0,26.12876712,23.12876712
0,29,4,543,84,532,53,15,1,0.15625,0.0333333333333333,35.46,0.0,53.0,5.87,3.78,36.2,84.0,0,1,0,0,111,9,0,2013,2018,1,20.0630137,25.0630137
0,5,8,282,932,233,621,10,18,0.074074074074074,0.1041666666666666,23.3,25.33,34.5,4.95,3.99,28.2,51.7,1,0,1,0,6,4,6,2023,2022,1,18.96164384,17.96164384
1,3,17,133,1860,117,992,2,25,0.0476190476190476,0.0845070422535211,58.5,0.0,39.68,5.27,3.2,66.5,74.4,0,0,2,0,3,9,10,2013,2010,1,26.77534247,23.77534247
1,102,44,4678,4223,4427,2764,129,36,0.2307692307692307,0.0301204819277108,34.31,32.57,76.77,5.67,3.92,36.2,117.3,7,1,1,0,104,27,10,2009,2009,1,19.57534247,19.57534247
1,8,4,419,366,320,137,14,6,0.0952380952380952,0.0952380952380952,22.85,56.85,22.83,4.58,2.24,29.9,61.0,1,0,0,0,8,2,6,2020,2022,1,23.42465753,25.42465753
0,39,1,1945,138,1767,80,32,0,0.09375,0.0,55.21,35.9,0.0,5.45,3.47,60.7,0.0,0,0,0,0,40,1,7,2011,2011,1,26.08767123,26.08767123
0,29,21,1437,3146,1214,1613,36,43,0.119047619047619,0.0609756097560975,33.72,19.85,37.51,5.06,3.07,39.9,73.1,0,1,1,0,31,12,7,2009,2010,1,24.49589041,25.49589041
1,52,50,2476,5419,2508,3271,75,87,0.109090909090909,0.125,33.44,41.14,37.59,6.07,3.62,33.0,62.2,2,1,3,0,53,27,4,2005,2006,1,22.47671233,23.47671233
1,161,36,6114,1960,4839,1015,137,20,0.24,0.1071428571428571,35.32,19.38,50.75,4.74,3.1,44.6,98.0,4,1,0,0,188,29,5,1999,2002,1,24.05205479,27.05205479
1,2,6,84,354,58,294,5,6,0.073170731707317,0.0266666666666666,11.6,29.43,49.0,4.14,4.98,16.8,59.0,0,0,0,0,2,3,5,2017,2023,1,25.56986301,31.56986301
1,121,309,6109,33698,5364,16719,178,604,0.217391304347826,0.5333333333333333,30.13,22.93,27.68,5.26,2.97,34.3,55.7,9,1,20,3,121,167,6,2006,2007,1,20.095890410000003,21.095890410000003
1,80,32,4295,3372,3070,1922,147,87,0.3157894736842105,0.1176470588235294,20.88,21.72,22.09,4.28,3.41,29.2,38.7,7,4,5,1,82,18,5,2002,2001,1,27.14246575,26.14246575
0,2,2,54,78,72,82,0,4,0.0,0.0909090909090909,0.0,15.0,20.5,8.0,6.3,0.0,19.5,0,0,0,0,2,1,6,2011,2014,1,21.27671233,24.27671233
1,25,14,1197,1130,1169,762,30,20,0.08,0.1818181818181818,38.96,51.66,38.1,5.85,4.04,39.9,56.5,1,0,0,0,26,8,6,2004,2006,1,22.605479449999997,24.605479449999997
0,46,42,2387,7321,1913,3402,39,87,0.2222222222222222,0.074074074074074,49.05,33.66,39.1,4.8,2.78,61.2,84.1,3,0,6,0,47,26,8,2008,2008,0,27.019178080000003,27.019178080000003
1,220,59,10936,5209,9760,3349,338,101,0.1578947368421052,0.1,28.87,20.79,33.15,5.35,3.85,32.3,51.5,11,8,3,0,226,30,7,2004,2004,1,20.92054795,20.92054795
1,13,19,716,1531,725,712,16,35,0.044776119402985,0.8571428571428571,45.31,30.0,20.34,6.07,2.79,44.7,43.7,0,0,1,0,14,10,3,2016,2021,1,27.29863014,32.29863014
1,32,42,1277,3091,1323,1669,33,47,0.1041666666666666,0.0689655172413793,40.09,24.5,35.51,6.21,3.23,38.6,65.7,1,1,0,0,32,24,6,2018,2018,0,20.15342466,20.15342466
0,47,2,2358,138,1874,96,53,0,0.3076923076923077,0.0,35.35,21.96,0.0,4.76,4.17,44.4,0.0,1,0,0,0,49,1,7,2012,2013,1,27.46849315,28.46849315
1,46,19,1940,1449,2014,880,65,31,0.1081081081081081,0.1147540983606557,30.98,23.39,28.38,6.22,3.64,29.8,46.7,3,0,1,0,47,11,4,2017,2018,1,25.786301369999997,26.786301369999997
0,65,11,3540,1650,2435,851,92,21,0.2222222222222222,0.0659340659340659,26.46,21.25,40.52,4.12,3.09,38.4,78.5,4,2,2,0,65,6,8,2011,2012,1,23.175342469999997,24.175342469999997
1,38,48,1829,5146,1477,2243,53,94,0.074074074074074,0.15625,27.86,18.23,23.86,4.84,2.61,34.5,54.7,2,0,2,0,39,24,3,2005,2006,1,29.835616440000003,30.835616440000003
0,32,10,1187,858,1091,421,24,7,0.1219512195121951,0.074074074074074,45.45,45.85,60.14,5.51,2.94,49.4,122.5,0,1,0,0,36,6,6,2008,2012,0,23.6630137,27.6630137
1,16,6,559,410,490,204,12,10,0.1176470588235294,0.1071428571428571,40.83,37.22,20.4,5.25,2.98,46.5,41.0,0,0,0,0,20,3,1,2013,2018,1,21.956164379999997,26.956164379999997
1,163,93,6466,5495,5342,2526,168,75,0.1111111111111111,0.1818181818181818,31.79,24.72,33.68,4.95,2.75,38.4,73.2,3,0,3,0,190,59,3,2002,2005,1,21.11506849,24.11506849
1,36,2,1722,276,1685,196,52,2,0.108695652173913,0.0138888888888888,32.4,23.92,98.0,5.87,4.26,33.1,138.0,2,1,0,0,38,2,8,2015,2013,0,25.94520548,23.94520548
1,67,66,3550,6412,2996,3800,102,125,0.1515151515151515,0.0759493670886076,29.37,21.59,30.4,5.06,3.55,34.8,51.2,4,2,5,0,69,36,6,2011,2010,1,22.317808220000003,21.317808220000003
1,25,104,1148,9379,1134,5348,33,166,0.1764705882352941,0.1290322580645161,34.36,18.66,32.21,5.92,3.42,34.7,56.5,0,0,6,1,25,59,8,2016,2012,1,28.252054790000003,24.252054790000003
1,12,7,490,450,439,258,20,3,1.5,0.0833333333333333,21.95,54.0,86.0,5.37,3.44,24.5,150.0,0,1,0,0,14,6,4,2014,2014,1,30.15342466,30.15342466
1,16,9,791,1057,891,515,25,16,0.0869565217391304,0.125,35.64,52.75,32.18,6.75,2.92,31.6,66.0,3,0,0,0,16,5,11,2010,2012,1,23.901369860000003,25.901369860000003
1,34,6,1688,414,1461,302,62,5,0.1025641025641025,0.0309278350515463,23.56,21.03,60.4,5.19,4.37,27.2,82.8,2,0,0,0,35,3,3,2007,2005,1,24.43287671,22.43287671
0,112,67,6000,11592,4182,5003,184,178,0.2083333333333333,0.1272727272727272,22.72,17.83,28.1,4.18,2.58,32.6,65.1,6,2,10,4,113,35,9,2008,2009,1,30.79178082,31.79178082
1,1,2,48,252,56,97,1,3,0.0178571428571428,0.0416666666666666,56.0,16.57,32.33,7.0,2.3,48.0,84.0,0,0,0,0,2,1,0,2019,2021,0,24.82739726,26.82739726
1,32,19,1642,2576,1192,1175,33,51,0.09375,0.1041666666666666,36.12,0.0,23.03,4.35,2.73,49.7,50.5,0,0,2,0,32,10,9,1999,2003,1,23.27123288,27.27123288
0,67,11,3388,954,2960,513,85,14,0.1481481481481481,0.0967741935483871,34.82,23.57,36.64,5.24,3.22,39.8,68.1,5,0,0,0,70,6,9,2017,2017,1,18.81917808,18.81917808
1,60,19,2540,1734,2529,942,70,17,0.1904761904761904,0.0348837209302325,36.12,26.6,55.41,5.97,3.25,36.2,102.0,4,0,0,0,60,11,10,2010,2010,1,20.81369863,20.81369863
1,50,60,2198,5380,2143,3731,47,72,0.088235294117647,0.2222222222222222,45.59,49.5,51.81,5.84,4.16,46.7,74.7,0,0,4,0,51,38,10,2006,2005,1,19.97808219,18.97808219
1,52,50,2695,5814,2490,3019,104,113,0.1714285714285714,0.1176470588235294,23.94,20.39,26.71,5.54,3.11,25.9,51.4,6,3,4,1,53,29,9,2018,2018,0,18.31232877,18.31232877
0,1,1,18,30,16,6,0,0,0.0,0.0,0.0,0.0,0.0,5.33,1.2,0.0,0.0,0,0,0,0,3,1,0,2022,2021,0,23.47671233,22.47671233
0,241,113,12575,15057,9360,7387,317,237,0.1724137931034483,0.1944444444444444,29.52,20.91,31.16,4.46,2.94,39.6,63.5,10,4,19,2,247,67,10,2006,2007,0,19.34794521,20.34794521
1,36,17,1645,1392,1515,746,56,22,0.1904761904761904,0.1071428571428571,27.05,24.23,33.9,5.52,3.21,29.3,63.2,3,0,0,0,36,10,10,2021,2021,0,20.15342466,20.15342466
0,1,11,12,846,9,506,0,8,0.0,0.0303030303030303,0.0,35.5,63.25,4.5,3.58,0.0,105.7,0,0,0,0,4,8,10,2011,2014,1,24.71506849,27.71506849
0,112,25,4610,2657,3738,1441,88,34,0.0727272727272727,0.0619469026548672,42.47,24.59,42.38,4.86,3.25,52.3,78.1,1,0,2,0,142,17,11,2013,2013,1,27.2630137,27.2630137
0,19,18,919,3151,722,1599,22,38,0.1379310344827586,0.081081081081081,32.81,74.75,42.07,4.71,3.04,41.7,82.9,1,0,2,0,20,10,10,2012,2012,1,20.98356164,20.98356164
1,13,17,666,1828,597,1125,19,27,0.0909090909090909,0.0735294117647058,31.42,24.6,41.66,5.37,3.69,35.0,67.7,0,1,2,0,13,9,9,2008,2009,1,24.397260269999997,25.397260269999997
1,60,4,2949,504,2566,316,71,5,0.1041666666666666,0.036144578313253,36.14,26.92,63.2,5.22,3.76,41.5,100.8,3,1,0,0,62,2,9,2007,2007,0,22.630136989999997,22.630136989999997
0,17,2,762,297,572,146,14,4,0.2142857142857142,0.0410958904109589,40.85,0.0,36.5,4.5,2.94,54.4,74.2,0,0,0,0,17,1,10,2010,2011,0,21.68767123,22.68767123
1,24,12,534,508,525,336,15,4,0.1666666666666666,0.0294117647058823,35.0,37.58,84.0,5.89,3.96,35.6,127.0,0,0,0,0,69,16,10,2014,2015,1,21.42465753,22.42465753
1,52,8,2657,879,2051,573,61,12,0.1818181818181818,0.0310077519379844,33.62,50.5,47.75,4.63,3.91,43.5,73.2,1,0,0,0,52,6,10,2005,2005,0,21.071232879999997,21.071232879999997
1,40,1,2019,204,1690,136,57,0,0.1025641025641025,0.0,29.64,94.0,0.0,5.02,4.0,35.4,0.0,3,0,0,0,40,1,11,2004,2004,1,19.28493151,19.28493151
1,2,2,120,230,143,119,3,3,0.0285714285714285,0.0384615384615384,47.66,17.42,39.66,7.15,3.1,40.0,76.6,0,0,0,0,2,1,4,2020,2021,0,29.317808220000003,30.317808220000003
1,65,16,3242,1889,3024,813,65,31,0.1071428571428571,0.0847457627118644,46.52,19.9,26.22,5.59,2.58,49.8,60.9,0,0,1,0,65,9,11,2004,2004,1,18.772602740000004,18.772602740000004
0,48,4,2481,483,2284,278,72,6,0.1020408163265306,0.0329670329670329,31.72,20.89,46.33,5.52,3.45,34.4,80.5,3,1,0,0,51,2,2,2016,2016,0,26.44383562,26.44383562
1,38,18,1676,1668,1393,1040,50,28,0.1063829787234042,0.0602409638554216,27.86,25.57,37.14,4.98,3.74,33.5,59.5,0,1,1,0,38,10,7,2008,2003,0,27.410958899999997,22.410958899999997
1,113,149,6180,17417,5146,8717,211,317,0.2058823529411764,0.2,24.38,21.43,27.49,4.99,3.0,29.2,54.9,10,6,10,1,114,78,5,2012,2011,0,23.019178080000003,22.019178080000003
0,21,9,601,413,547,257,9,11,0.074074074074074,0.12,60.77,25.75,23.36,5.46,3.73,66.7,37.5,0,0,0,0,27,5,7,2015,2015,0,29.65205479,29.65205479
0,8,8,270,667,246,368,10,7,0.0909090909090909,0.0769230769230769,24.6,16.57,52.57,5.46,3.31,27.0,95.2,0,0,0,0,9,5,5,2017,2012,1,30.84657534,25.84657534
0,4,2,168,108,176,55,5,1,0.0545454545454545,0.0232558139534883,35.2,0.0,55.0,6.28,3.05,33.6,108.0,0,0,0,0,4,1,1,2023,2024,0,30.00821918,31.00821918
1,159,190,8075,22614,7448,11255,221,380,0.2121212121212121,0.109375,33.7,22.38,29.61,5.53,2.98,36.5,59.5,5,3,15,1,161,100,5,2008,2008,1,19.63287671,19.63287671
1,57,6,3020,570,2290,213,74,13,0.238095238095238,0.3846153846153846,30.94,24.92,16.38,4.54,2.24,40.8,43.8,4,1,1,0,58,3,1,2012,2018,1,30.99178082,36.99178082
1,28,3,1308,396,1290,200,34,2,0.1428571428571428,0.0153846153846153,37.94,31.27,100.0,5.91,3.03,38.4,198.0,2,1,0,0,28,2,6,2017,2017,1,22.38082192,22.38082192
1,26,45,1300,3716,1157,2291,34,57,0.1142857142857142,0.15,34.02,25.66,40.19,5.34,3.69,38.2,65.1,2,0,2,0,26,25,8,2004,2003,1,22.9260274,21.9260274
1,87,18,4254,1824,3752,728,115,26,0.1212121212121212,0.081967213114754,32.62,23.95,28.0,5.29,2.39,36.9,70.1,1,0,1,0,87,10,11,2013,2013,1,22.41643836,22.41643836
1,7,2,301,144,295,98,4,3,0.0263157894736842,0.0769230769230769,73.75,0.0,32.66,5.88,4.08,75.2,48.0,0,0,0,0,8,2,11,2022,2023,1,29.01369863,30.01369863
0,204,76,5880,3385,4778,1711,106,39,1.0,0.4,45.07,34.77,43.87,4.87,3.03,55.4,86.7,3,0,0,0,330,87,7,1999,1999,1,22.79178082,22.79178082
0,13,2,636,156,548,58,12,1,0.0555555555555555,0.0196078431372549,45.66,0.0,58.0,5.16,2.23,53.0,156.0,0,0,0,0,14,1,11,2006,2014,1,19.13972603,27.13972603
0,19,3,900,693,684,333,24,6,0.1875,0.0265486725663716,28.5,30.66,55.5,4.56,2.88,37.5,115.5,0,0,0,0,21,3,11,2015,2017,0,27.460273970000003,29.460273970000003
1,84,41,4221,4674,3813,2357,109,72,0.1041666666666666,0.1041666666666666,34.98,36.95,32.73,5.42,3.02,38.7,64.9,3,1,1,0,85,23,6,2006,2009,1,21.41643836,24.41643836
0,20,82,1050,12437,805,6225,31,195,0.1785714285714285,0.2051282051282051,25.96,58.0,31.92,4.6,3.0,33.8,63.7,1,1,12,2,20,46,10,2014,2014,0,22.473972600000003,22.473972600000003
1,2,10,60,707,83,453,2,17,0.0263157894736842,0.05,41.5,13.0,26.64,8.3,3.84,30.0,41.5,0,0,1,0,2,5,9,2011,2010,1,32.60821918,31.60821918
1,71,24,3422,2461,3088,1545,103,30,0.1785714285714285,0.1081081081081081,29.98,23.94,51.5,5.41,3.76,33.2,82.0,4,2,0,0,73,13,10,2014,2017,1,19.32054795,22.32054795
1,73,112,3558,8979,3565,5263,106,170,0.1290322580645161,0.0681818181818181,33.63,23.33,30.95,6.01,3.51,33.5,52.8,4,0,3,1,75,57,4,2010,2011,1,22.76164384,23.76164384
1,9,35,457,3799,433,2273,15,55,0.0757575757575757,0.0961538461538461,28.86,61.0,41.32,5.68,3.58,30.4,69.0,0,1,2,0,10,21,7,2009,2007,0,28.358904109999997,26.358904109999997
1,128,90,6064,9599,5253,5553,179,163,0.1428571428571428,0.0444444444444444,29.34,16.97,34.06,5.19,3.47,33.8,58.8,4,2,4,0,130,47,9,2003,2003,1,20.7890411,20.7890411
1,17,1,768,90,633,54,34,1,0.1470588235294117,0.0185185185185185,18.61,32.61,54.0,4.94,3.6,22.5,90.0,3,2,0,0,17,1,9,2017,2019,0,23.56438356,25.56438356
0,7,17,331,2114,271,1183,8,31,0.075,0.1428571428571428,33.87,0.0,38.16,4.91,3.35,41.3,68.1,0,0,1,0,7,9,8,2012,2012,0,22.967123290000004,22.967123290000004
1,28,119,1279,11391,986,5000,41,224,0.3333333333333333,0.2857142857142857,24.04,28.5,22.32,4.62,2.63,31.1,50.8,2,0,13,2,30,64,2,2007,2011,1,22.095890410000003,26.095890410000003
1,10,15,402,1382,353,741,7,20,0.0307692307692307,0.0892857142857142,50.42,22.0,37.05,5.26,3.21,57.4,69.1,0,0,1,0,10,9,11,2022,2020,1,30.057534250000003,28.057534250000003
0,28,2,806,78,683,42,13,0,0.0833333333333333,0.0,52.53,37.23,0.0,5.08,3.23,62.0,0.0,0,0,0,0,36,2,11,2020,2021,1,19.90136986,20.90136986
1,3,4,113,402,115,191,5,11,0.0638297872340425,0.1470588235294117,23.0,21.25,17.36,6.1,2.85,22.6,36.5,0,0,1,0,3,2,5,2023,2024,1,21.98082192,22.98082192
1,73,6,3702,443,2955,304,106,8,0.2666666666666666,0.4,27.87,22.16,38.0,4.78,4.11,34.9,55.3,4,0,0,0,75,3,6,2007,2014,1,23.06575342,30.06575342
1,69,10,3224,556,3010,414,99,15,0.1041666666666666,0.0784313725490196,30.4,25.64,27.6,5.6,4.46,32.5,37.0,3,2,0,0,73,6,2,2009,2010,0,20.0,21.0
0,5,4,150,327,121,232,4,6,0.1363636363636363,0.0372670807453416,30.25,41.0,38.66,4.84,4.25,37.5,54.5,0,0,1,0,7,2,6,2023,2022,1,24.68767123,23.68767123
0,35,5,1548,523,1266,268,32,7,0.1904761904761904,0.0422535211267605,39.56,28.17,38.28,4.9,3.07,48.3,74.7,1,0,0,0,38,3,11,2015,2018,0,21.81917808,24.81917808
1,90,49,4327,5018,4117,2864,120,83,0.108695652173913,0.0793650793650793,34.3,28.55,34.5,5.7,3.42,36.0,60.4,5,1,2,0,91,27,9,2008,2010,0,23.084931509999997,25.084931509999997
0,16,7,636,526,521,299,18,6,0.1,0.0337078651685393,28.94,25.26,49.83,4.91,3.41,35.3,87.6,0,0,0,0,19,4,4,2017,2021,1,17.81643836,21.81643836
0,56,6,2792,918,2224,548,55,7,0.1428571428571428,0.0229007633587786,40.43,30.0,78.28,4.77,3.58,50.7,131.1,3,0,0,0,60,4,3,2010,2010,0,27.68493151,27.68493151
1,8,11,340,669,304,364,7,13,0.0588235294117647,0.073170731707317,43.42,13.0,28.0,5.36,3.26,48.5,51.4,0,0,0,0,9,6,0,2015,2018,1,23.0109589,26.0109589
1,10,5,414,627,373,438,4,9,0.0357142857142857,0.031055900621118,93.25,19.75,48.66,5.4,4.19,103.5,69.6,0,0,1,0,11,3,9,2000,2007,1,18.38082192,25.38082192
0,24,89,1293,14255,1150,7657,24,244,0.2307692307692307,0.1951219512195122,47.91,0.0,31.38,5.33,3.22,53.8,58.4,1,1,16,3,25,48,9,2011,2014,1,25.241095889999997,28.241095889999997
0,4,4,216,375,220,434,4,12,0.0338983050847457,0.0170212765957446,55.0,13.33,36.16,6.11,6.94,54.0,31.2,0,0,0,0,4,2,9,2022,2022,1,34.35890411,34.35890411
0,1,8,60,672,55,529,2,11,0.0363636363636363,0.0508474576271186,27.5,16.66,48.09,5.5,4.72,30.0,61.0,0,0,0,0,1,5,0,2019,2019,0,20.60821918,20.60821918
1,11,2,390,180,301,71,10,4,0.1666666666666666,0.0634920634920634,30.1,42.33,17.75,4.63,2.36,39.0,45.0,0,1,0,0,13,1,10,2013,2013,1,26.65753425,26.65753425
0,5,28,294,4478,246,2129,4,54,0.0384615384615384,0.0675675675675675,61.5,15.41,39.42,5.02,2.85,73.5,82.9,0,0,2,0,5,15,9,2014,2013,0,35.63561644,34.63561644
